state,IN_COUNT_18_24,OUT_COUNT_18_24,POP_AGE_18_24,NET_COUNT_18_24,IN_RATE_18_24,OUT_RATE_18_24,NET_RATE_18_24,IN_COUNT_25_34,OUT_COUNT_25_34,POP_AGE_25_34,NET_COUNT_25_34,IN_RATE_25_34,OUT_RATE_25_34,NET_RATE_25_34,IN_COUNT_35_54,OUT_COUNT_35_54,POP_AGE_35_54,NET_COUNT_35_54,IN_RATE_35_54,OUT_RATE_35_54,NET_RATE_35_54,IN_COUNT_55_64,OUT_COUNT_55_64,POP_AGE_55_64,NET_COUNT_55_64,IN_RATE_55_64,OUT_RATE_55_64,NET_RATE_55_64,IN_COUNT_65_PLUS,OUT_COUNT_65_PLUS,POP_AGE_65_PLUS,NET_COUNT_65_PLUS,IN_RATE_65_PLUS,OUT_RATE_65_PLUS,NET_RATE_65_PLUS,state_name,POP,MED_RENT,MED_HOMEVAL,COST_BURDEN_ALL,VACANCY_RATE,TRANSIT_SHARE,BA_PLUS,LAND_AREA,POP_DENS,GDP,RPP,REAL_PCPI,UNEMP,PRIV_EMP,PRIV_ESTAB,PRIV_AVG_PAY,PERMITS,ELEC_PRICE_TOT,COMMUTE_MED,UNINSURED,CRIME_VIOLENT_RATE,NRI_RISK_INDEX
36,84938,81146,1776645,3792,47.80808771589147,45.67372772838693,2.134359987504538,95130,114177,2800474,-19047,33.96924949133611,40.77059812017537,-6.801348628839261,47289,93610,4984281,-46321,9.487627202398901,18.78104384564193,-9.293416643243027,15330,34221,2576140,-18891,5.950763545459486,13.283827742281087,-7.333064196821601,15031,36346,3757173,-21315,4.000614291649599,9.673762693386756,-5.673148401737157,New York,19867248,1634,449800,37.13719364431149,3.8135380080306023,24.19731489696503,41.21714812536673,47126.4,421.5736402525973,1840059.3,107.921,64153,4.3,8303012,691628,95736.38420250386,46549,19.66,30.2275848162567,5.0,380.2,91.51
37,62731,47398,1049988,15333,59.744492318007445,45.14146828344705,14.603024034560395,67657,63796,1481768,3861,45.65964442476825,43.053973361551876,2.605671063216374,65122,49300,2810579,15822,23.170314728744504,17.540869692686098,5.6294450360584065,26170,16135,1373483,10035,19.053748754079955,11.747506157702716,7.306242596377239,27529,22147,1980690,5382,13.898691870004898,11.181456967016544,2.7172349029883525,North Carolina,11046024,1338,333000,29.555135610835343,7.3914647494076995,0.8077118606707271,37.140084639810006,48617.91,227.20071677289295,664131.6,94.326,56310,3.6,4184582,368542,69141.20131497005,95163,11.65,22.787585780837663,8.6,375.8,83.61
38,10172,5880,87325,4292,116.48439736616089,67.33466933867736,49.14972802748354,4417,5127,114857,-710,38.45651549317847,44.638115221536346,-6.181599728357871,5983,3810,189550,2173,31.56423107359536,20.10023740437879,11.463993669216565,1265,820,86514,445,14.621910904593475,9.478234736574427,5.143676168019049,2060,1833,140295,227,14.683345807049431,13.06532663316583,1.6180191738836025,North Dakota,796568,980,266100,22.350266653322088,3.228989911181478,0.5136617454557505,33.951725851630975,69000.8,11.544329920812512,63366.4,88.959,65271,2.4,354071,34330,67001.31087550237,2319,7.93,14.562049313793906,6.1,254.3,55.75
39,47905,43648,1061428,4257,45.13259495698248,41.121960227165665,4.010634729816813,47992,43372,1562307,4620,30.718674370658263,27.76150910160423,2.9571652690540335,42087,31702,2919143,10385,14.417587627601662,10.860036661444814,3.5575509661568483,11210,14809,1500463,-3599,7.471027276247399,9.869620243884722,-2.3985929676373225,18961,15769,2271397,3192,8.347726091035605,6.94242353934605,1.405302551689555,Ohio,11883304,1090,239800,26.759400177144038,4.81918017859101,0.9709194197585744,32.351177891052195,40860.69,290.82484901747864,721997.3,92.774,56232,4.3,4784025,328831,65532.74025930048,31411,11.29,21.601652944901836,6.7,293.7,78.98
40,23494,17238,404802,6256,58.03825079915613,42.583781700683296,15.454469098472833,22180,20787,542366,1393,40.89489385396577,38.32651751769101,2.5683763362747665,22778,14679,1024295,8099,22.237734246481725,14.33083242620534,7.906901820276385,7848,4276,468502,3572,16.751262534631657,9.126962104750886,7.624300429880769,8104,4230,692081,3874,11.709612025182023,6.112001340883509,5.597610684298514,Oklahoma,4095393,1044,222100,26.891568999618393,5.933627050951927,0.2851042237425886,29.319342163737456,68594.92,59.704027645195886,210315.9,87.843,58692,3.3,1355649,123123,58363.852151995095,13669,9.09,20.125243599877905,11.5,422.8,82.26
41,24906,25042,362169,-136,68.76900010768453,69.14451540579122,-0.375515298106685,27579,27640,585020,-61,47.14197805203241,47.246247991521656,-0.10426993948924823,27841,26503,1148112,1338,24.249376367462407,23.08398483771618,1.165391529746227,10293,7490,501604,2803,20.520171290500077,14.932097830160844,5.588073460339232,15139,12971,850217,2168,17.80604245739617,15.256105206082683,2.549937251313488,Oregon,4272371,1597,497500,34.301226300974044,5.116879009800678,2.414279636471145,37.843202149270994,95988.01,44.50942362488815,263347.7,103.361,55451,4.2,1701612,180622,69890.64363850278,14621,11.11,20.499941596826204,5.2,331.0,89.93
42,62962,63450,1188407,-488,52.98016588592965,53.39079961662966,-0.4106337307000043,59291,63594,1665429,-4303,35.601037330321496,38.18475599980545,-2.5837186694839587,48649,48196,3222374,453,15.09725438450037,14.956674799387036,0.1405795851133357,13240,20148,1711578,-6908,7.735551637144202,11.771593231509168,-4.036041594364966,19159,21167,2665974,-2008,7.186491691216793,7.939687333784951,-0.7531956425681571,Pennsylvania,13078751,1252,277600,27.630814267948146,4.830760355660342,4.172715276390103,36.36676630307203,44742.7,292.310276313231,803232.5,97.572,58620,3.6,5345984,375291,71759.6643893809,24810,12.51,23.45520646547887,5.8,245.6,87.45
44,12067,8463,111702,3604,108.02850441352885,75.76408658752753,32.26441782600133,11073,8695,150668,2378,73.49271245387209,57.70966628613906,15.783046167733028,5737,6573,276355,-836,20.75953031426969,23.784624848473882,-3.025094534204194,1531,1691,149879,-160,10.214906691397728,11.282434497161043,-1.0675278057633157,1429,3085,220168,-1656,6.490498165037607,14.01202717924494,-7.521529014207332,Rhode Island,1112308,1418,455700,36.02086019298801,3.7639842470288922,2.130934603387794,39.00309884953643,1033.81,1075.9307803174665,63459.1,102.28,55878,4.3,433425,48281,66499.5334233143,1757,24.15,22.62292278222797,4.6,153.6,78.49
45,45043,29118,503116,15925,89.52806112308096,57.87532099953092,31.652740123550036,38322,31910,688592,6412,55.6526941933685,46.34093919185817,9.311755001510328,37777,25796,1353384,11981,27.9129943903578,19.060370153629716,8.852624236728083,15987,7708,701176,8279,22.800266980044952,10.99296039796,11.807306582084955,21389,14694,1082724,6695,19.754803624931192,13.571325656399969,6.183477968531223,South Carolina,5478831,1272,299500,27.602400478656165,7.865993439722847,0.32748990132524325,33.33325491991899,30060.7,182.258929432781,278032.8,93.749,52463,4.1,1918314,186229,60719.812601065314,47072,10.9,23.255241529813205,9.0,436.7,87.08
46,6348,6612,83838,-264,75.71745509196307,78.86638517140199,-3.148930079438918,4577,7504,116985,-2927,39.12467410351754,64.14497585160491,-25.020301748087363,5418,4982,219782,436,24.6517003212274,22.66791638987724,1.983783931350156,1569,2555,110627,-986,14.182794435354841,23.09562764966961,-8.91283321431477,2652,3358,175902,-706,15.076576730224785,19.090175211197145,-4.01359848097236,South Dakota,924669,999,289600,24.370785400024065,7.077702187376064,0.22209941733047847,34.181672913030084,75811.0,12.197029454828455,57718.0,88.586,69153,1.8,381950,37934,58673.46198978924,6017,10.87,15.548906314486175,8.1,362.3,56.61
47,40877,30998,654793,9879,62.42736254052807,47.34015177315579,15.087210767372284,51620,39971,992689,11649,52.00017326675323,40.26538019460274,11.734793072150492,34562,32305,1821201,2257,18.977586768291914,17.738294674777798,1.2392920935141152,19013,13748,908689,5265,20.92355030158833,15.129488746975039,5.794061554613295,15481,12866,1273979,2615,12.151691668386999,10.099067567047808,2.05262410133919,Tennessee,7227750,1284,332600,27.728923283363464,6.651766284464261,0.4520381229354028,32.41739613549968,41234.9,175.28234577990972,440200.2,91.87,58582,3.4,2838835,222670,67904.40084295142,44863,10.9,23.382966267886886,9.7,592.3,77.78
48,106013,106604,3056382,-591,34.68578207828733,34.87914795990815,-0.19336588162081833,145953,119045,4514557,26908,32.32941792516962,26.369143196109828,5.960274729059795,129888,105481,8326020,24407,15.600250780084602,12.668838172380081,2.9314126077045213,35495,32333,3370913,3162,10.529788220580004,9.59176341839733,0.9380248021826728,36088,29829,4365469,6259,8.266694827062109,6.832942806374298,1.4337520206878116,Texas,31290831,1475,313200,33.26350077455711,8.453435360035595,0.980350882248381,35.163830573798585,261231.71,119.7819016688288,2221943.3,97.057,58219,4.1,11910861,829105,76726.80937910367,225756,9.79,24.10563091468739,16.7,389.4,90.99
49,31161,25205,417656,5956,74.60924780201888,60.34870802765913,14.26053977435976,19627,23366,528334,-3739,37.14884902353435,44.2258117024458,-7.076962678911446,17994,14608,878482,3386,20.483060552179783,16.62868448072926,3.854376071450525,5754,4202,311466,1552,18.473926528096165,13.491039150340647,4.982887377755517,5007,4750,434922,257,11.512409121635603,10.92149856755924,0.5909105540763632,Utah,3503613,1593,545200,29.24289192758023,6.095640910959382,1.8707607813203948,39.11756619437824,82169.62,42.63878791212616,234300.6,98.864,55116,3.2,1451665,135539,66893.2345203611,23902,9.97,20.461842850358032,8.3,229.6,84.88
50,8993,4714,62118,4279,144.7728516694034,75.88782639492578,68.88502527447761,4701,4075,74766,626,62.87617366182489,54.50338389107348,8.37278977075141,4641,2632,161210,2009,28.788536691272252,16.3265306122449,12.462006079027356,2669,1144,89886,1525,29.69316690029593,12.727232271988964,16.965934628306968,1676,1299,148485,377,11.287335421086304,8.748358420042429,2.5389770010438766,Vermont,648493,1319,352800,30.507655455475085,2.1386440032980274,1.4279212485134996,45.096100533997266,9216.66,70.36095505313205,36398.9,97.958,58893,2.3,255878,30789,64004.110025090085,2654,18.41,20.558051964352956,4.2,219.1,47.77
51,61443,53990,824337,7453,74.53626368827312,65.4950584530356,9.04120523523753,64037,65891,1160123,-1854,55.198457404947575,56.79656381263021,-1.5981064076826337,55799,57991,2308877,-2192,24.167160052267835,25.116539339254537,-0.9493792869867039,16313,15483,1093443,830,14.918930387775129,14.159860184755859,0.7590702030192703,22707,17029,1550385,5678,14.646039532116216,10.983723397736691,3.662316134379525,Virginia,8811195,1646,403500,29.29724724415658,4.28368853311155,2.9602059719724245,43.341347081907095,39490.09,223.12420660474567,613708.7,101.104,61914,2.9,3369001,308528,77660.2568592292,34059,10.62,24.427072730227096,6.9,217.9,62.56
53,47285,44522,674671,2763,70.0860122933993,65.99068286616736,4.09532942723194,64084,50954,1209813,13130,52.970169770038844,42.117252831635966,10.852916938402878,49561,44631,2124435,4930,23.32902630581778,21.008409294706592,2.3206170111111897,11227,16681,918704,-5454,12.22047580069315,18.157099566345636,-5.9366237656524845,15766,19546,1378508,-3780,11.4370029045896,14.179097981295719,-2.74209507670612,Washington,7958180,1824,602200,33.4819512133532,4.755268516641196,4.204774442733767,41.01712522152337,66455.52,119.75197846619814,702232.3,107.013,64421,4.5,3003097,232529,97041.16348522875,37778,10.13,23.295632147429696,6.5,326.1,92.84
54,11209,7125,153712,4084,72.92208806078901,46.35291974601853,26.56916831477048,8207,8609,213124,-402,38.5080985717235,40.39432443084777,-1.8862258591242658,10024,7947,435320,2077,23.026738950656988,18.255536157309564,4.771202793347422,4250,2730,233394,1520,18.209551230965662,11.696958790714413,6.512592440251249,3877,3373,386851,504,10.02194643415682,8.719119247462201,1.3028271866946188,West Virginia,1769979,883,170800,20.98185843097025,5.667271380024018,0.5671089950043846,24.377999651608867,24038.21,73.631896884169,82716.5,89.497,50051,4.1,559911,57789,57700.35457778111,4192,11.05,21.81991253035614,5.8,248.8,64.37
55,36614,33294,555061,3320,65.96392108254769,59.982596507410896,5.981324575136787,26320,21860,757466,4460,34.747434208268096,28.8593811471406,5.888053061127496,18380,18454,1454738,-74,12.634577497803729,12.685445764116976,-0.050868266313246785,8316,9089,789392,-773,10.534689989257556,11.513924640736162,-0.9792346514786063,11000,10218,1171042,782,9.393343705861959,8.725562362408864,0.6677813434530956,Wisconsin,5960975,1142,294700,26.41399212211433,4.308302701441158,1.36686289280467,34.55598113231965,54157.8,110.06678631702174,354382.1,94.095,58273,3.0,2557800,195879,63798.905527015406,23826,12.72,20.00462866281942,5.3,278.5,78.62
56,7937,4904,53288,3033,148.94535355051795,92.02822399039184,56.91712956012611,4774,4008,73811,766,64.67870642587148,54.30084946688163,10.377856958989852,5441,4560,148194,881,36.71538658785106,30.77047653751164,5.94491005033942,1623,1633,69966,-10,23.196981390961323,23.33990795529257,-0.1429265643312466,1521,1578,117373,-57,12.958687261976776,13.44431854003902,-0.485631278062246,Wyoming,587618,998,339500,26.847426147825306,3.374346031495649,1.1064017360640173,32.28336069418386,97093.14,6.052106255910561,39780.7,92.691,75501,3.2,214502,29070,61440.2209396649,2135,9.14,13.84103078427797,10.3,203.4,53.41
